Filing.Date	Trade.Date	Ticker	Company Name	Insider.Name	Title	Trade.Type	Price	Qty	Owned	ΔOwn	Value	totalValue	Filing.Time	DaysToFile
2024-09-24	2024-09-20	TSQ	Townsquare Media, Inc.	Kaplan Stephen A	Dir	P - Purchase	10.41	50000	137,808	+57%	+$520,500	520500	16:55:56	4
2024-09-24	2024-09-20	CRBP	Corbus Pharmaceuticals Holdings, Inc.	Cormorant Asset Management, LP	10%	P - Purchase	20.01	350000	2,375,000	+17%	+$7,003,761	7003500	16:04:18	4
2024-09-24	2024-09-20	CAPR	Capricor Therapeutics, Inc.	Nippon Shinyaku Co Ltd	10%	P - Purchase	5.36	2798507	7,090,351	+65%	+$14,999,998	14999997.52	16:01:08	4
2024-09-24	2024-09-23	BIGZ	Blackrock Innovation & Growth Term Trust	Saba Capital Management, L.P.	10%	P - Purchase	7.51	118879	55,686,304	0%	+$892,781	892781.29	15:49:18	1
2024-09-24	2024-09-20	LUCY	Innovative Eyewear Inc	Galkin Vladimir	10%	P - Purchase	10.31	70000	799,208	+10%	+$721,472	721700	15:28:13	4
2024-09-24	2024-09-19	LUCY	Innovative Eyewear Inc	Galkin Vladimir	10%	P - Purchase	8.91	297443	743,245	+67%	+$2,649,148	2650217.13	14:51:37	5
2024-09-24	2024-09-18	LUCY	Innovative Eyewear Inc	Galkin Vladimir	10%	P - Purchase	7.79	128130	488,130	+36%	+$997,896	998132.7	12:25:31	6
2024-09-24	2024-09-17	LUCY	Innovative Eyewear Inc	Galkin Vladimir	10%	P - Purchase	7.12	346736	420,000	+473%	+$2,469,387	2468760.32	12:00:28	7
2024-09-23	2024-09-19	SOC	Sable Offshore Corp.	Pilgrim Global Icav	10%	P - Purchase	20	750000	8,791,001	+9%	+$15,000,000	1.5e+07	17:54:46	4
2024-09-23	2024-09-20	CDXS	Codexis, Inc.	Opaleye Management Inc.	10%	P - Purchase	3.01	1100000	8,685,000	+15%	+$3,308,035	3311000	17:19:01	3
2024-09-23	2024-09-19	CRMT	Americas Carmart Inc	Peterson Adam K	10%	P - Purchase	43	813953	1,582,363	+106%	+$34,999,979	34999979	16:28:31	4
2024-09-23	2024-09-19	BIGZ	Blackrock Innovation & Growth Term Trust	Saba Capital Management, L.P.	10%	P - Purchase	7.59	228255	55,567,425	0%	+$1,732,455	1732455.45	10:57:01	4
2024-09-23	2024-09-20	HPK	Highpeak Energy, Inc.	Hightower Jack	CEO, 10%	P - Purchase	15.54	1e+05	86,200,645	0%	+$1,554,000	1554000	06:30:52	3
2024-09-20	2024-09-19	CRMT	Americas Carmart Inc	Welch Joshua G	Dir	P - Purchase	43	23255	148,955	+19%	+$999,965	999965	20:43:58	1
2024-09-20	2024-09-19	CRMT	Americas Carmart Inc	Buba Jonathan Z	Dir	P - Purchase	43	232558	544,686	+75%	+$9,999,994	9999994	20:43:30	1
2024-09-20	2024-09-18	APPN	Appian Corp	Abdiel Capital Advisors, LP	10%	P - Purchase	33.46	26801	20,252,556	0%	+$896,691	896761.46	18:40:01	2
2024-09-20	2024-09-18	CACC	Credit Acceptance Corp	Prescott General Partners LLC	Member of Section 13(d) Group, 10%	P - Purchase	446.13	4000	1,552,428	0%	+$1,784,530	1784520	16:01:10	2
2024-09-19	2024-09-19	JEF	Jefferies Financial Group Inc.	Sumitomo Mitsui Financial Group, Inc.	Dir	P - Purchase	59.67	9247081	9,247,081	New	+$551,773,323	551773323.27	21:27:57	0
2024-09-19	2024-09-17	CULP	Culp Inc	English Aron R.	10%	P - Purchase	6.09	240047	1,595,840	+18%	+$1,461,583	1461886.23	18:48:01	2
2024-09-19	2024-09-17	GTE	Gran Tierra Energy Inc.	Guidry Gary	Pres, CEO	P - Purchase	6.17	1e+05	525,672	+23%	+$617,000	617000	17:31:42	2
2024-09-19	2024-09-19	YHNAU	Yhn Acquisition I Ltd	Yhn Partners I Ltd	10%	P - Purchase	10	250000	1,850,000	+16%	+$2,500,000	2500000	16:30:03	0
2024-09-19	2024-09-17	BMEZ	Blackrock Health Sciences Term Trust	Saba Capital Management, L.P.	10%	P - Purchase	15.91	47682	20,586,113	0%	+$758,548	758620.62	10:21:35	2
2024-09-19	2024-09-17	BIGZ	Blackrock Innovation & Growth Term Trust	Saba Capital Management, L.P.	10%	P - Purchase	7.46	465998	55,339,170	+1%	+$3,474,968	3476345.08	10:14:30	2
2024-09-18	2024-09-16	BCAX	Bicara Therapeutics Inc.	Ra Capital Management, L.P.	Dir, 10%	P - Purchase	18	1833000	2,652,575	+224%	+$32,994,000	32994000	18:02:36	2
2024-09-18	2024-09-16	OMIC	Singular Genomics Systems, Inc.	Tang Kevin	10%	P - Purchase	14.75	122416	372,000	+49%	+$1,806,220	1805636	16:31:08	2
2024-09-18	2024-09-16	TAKAX	Carlyle Tactical Private Credit Fund	Securian Asset Management, Inc	10%	P - Purchase	25	544000	1,464,000	+59%	+$13,600,000	13600000	16:19:51	2
2024-09-18	2024-09-16	ZBIO	Zenas Biopharma, Inc.	Enavate Sciences Gp, LLC	10%	P - Purchase	17	882353	3,761,359	+31%	+$15,000,001	15000001	16:15:14	2
2024-09-18	2024-09-16	TAKIX	Carlyle Tactical Private Credit Fund	Principal Life Insurance Co	10%	P - Purchase	25	4e+05	2,400,000	+20%	+$10,000,000	1e+07	12:24:14	2
2024-09-17	2024-09-13	VRDN	Viridian Therapeutics, Inc.de	Fairmount Funds Management LLC	Dir, 10%	P - Purchase	18.75	1600000	3,445,813	+87%	+$30,000,000	3e+07	21:00:13	4
2024-09-17	2024-09-16	ZBIO	Zenas Biopharma, Inc.	Fairmount Funds Management LLC	Dir	P - Purchase	17	3e+05	1,892,806	+19%	+$5,100,000	5100000	20:56:05	1
2024-09-17	2024-09-16	MBX	Mbx Biosciences, Inc.	Mathers Edward T	Dir, 10%	P - Purchase	16	5e+05	3,614,486	+16%	+$8,000,000	8e+06	20:28:00	1
2024-09-17	2024-09-16	MBX	Mbx Biosciences, Inc.	Baskett Forest	10%	P - Purchase	16	5e+05	3,614,486	+16%	+$8,000,000	8e+06	20:26:31	1
2024-09-17	2024-09-16	MBX	Mbx Biosciences, Inc.	Behbahani Ali	10%	P - Purchase	16	5e+05	3,614,486	+16%	+$8,000,000	8e+06	20:24:49	1
2024-09-17	2024-09-16	MBX	Mbx Biosciences, Inc.	Chang Carmen	10%	P - Purchase	16	5e+05	3,614,486	+16%	+$8,000,000	8e+06	20:23:24	1
2024-09-17	2024-09-16	MBX	Mbx Biosciences, Inc.	Florence Anthony A. Jr.	10%	P - Purchase	16	5e+05	3,614,486	+16%	+$8,000,000	8e+06	20:21:45	1
2024-09-17	2024-09-16	MBX	Mbx Biosciences, Inc.	Makhzoumi Mohamad	10%	P - Purchase	16	5e+05	3,614,486	+16%	+$8,000,000	8e+06	20:20:13	1
2024-09-17	2024-09-16	MBX	Mbx Biosciences, Inc.	Walker Paul Edward	10%	P - Purchase	16	5e+05	3,614,486	+16%	+$8,000,000	8e+06	20:18:53	1
2024-09-17	2024-09-16	MBX	Mbx Biosciences, Inc.	Yang Rick	10%	P - Purchase	16	5e+05	3,614,486	+16%	+$8,000,000	8e+06	20:17:16	1
2024-09-17	2024-09-16	MBX	Mbx Biosciences, Inc.	Sandell Scott D	10%	P - Purchase	16	5e+05	3,614,486	+16%	+$8,000,000	8e+06	20:14:42	1
2024-09-17	2024-09-16	MBX	Mbx Biosciences, Inc.	Orbimed Advisors LLC	Dir, 10%	P - Purchase	16	750000	3,812,215	+24%	+$12,000,000	1.2e+07	20:13:00	1
2024-09-17	2024-09-16	MBX	Mbx Biosciences, Inc.	New Enterprise Associates 17, L.P.	10%	P - Purchase	16	5e+05	3,614,486	+16%	+$8,000,000	8e+06	20:12:45	1
2024-09-17	2024-09-16	MBX	Mbx Biosciences, Inc.	Frazier Life Sciences X, L.P.	10%	P - Purchase	16	625000	4,552,774	+16%	+$10,000,000	1e+07	20:11:37	1
2024-09-17	2024-09-16	MBX	Mbx Biosciences, Inc.	Heron Patrick J	Dir, 10%	P - Purchase	16	625000	4,552,774	+16%	+$10,000,000	1e+07	20:09:12	1
2024-09-17	2024-09-16	MBX	Mbx Biosciences, Inc.	Aynechi Tiba	Dir	P - Purchase	16	750000	2,136,335	+54%	+$12,000,000	1.2e+07	20:05:29	1
2024-09-17	2024-09-16	MBX	Mbx Biosciences, Inc.	Gordon Carl L	Dir, 10%	P - Purchase	16	750000	3,812,215	+24%	+$12,000,000	1.2e+07	20:05:10	1
2024-09-17	2024-09-13	ZBIO	Zenas Biopharma, Inc.	Lu Hongbo	Dir	P - Purchase	17	58823	58,823	New	+$999,991	999991	19:52:28	4
2024-09-17	2024-09-12	TERN	Terns Pharmaceuticals, Inc.	Lu Hongbo	Dir	P - Purchase	10.5	476190	476,190	New	+$4,999,995	4999995	19:48:06	5
2024-09-17	2024-09-13	APPN	Appian Corp	Abdiel Capital Advisors, LP	10%	P - Purchase	33.07	20223	20,198,853	0%	+$668,675	668774.61	19:41:46	4
2024-09-17	2024-09-17	BCAX	Bicara Therapeutics Inc.	Flynn James E	Possible Members of 10% Group, 10%	P - Purchase	18	70000	1,795,174	+4%	+$1,260,000	1260000	18:16:55	0
2024-09-17	2024-09-13	GLP	Global Partners LP	Global Gp LLC	General Partner	P - Purchase	43.07	12100	261,081	+5%	+$521,110	521147	16:44:14	4
2024-09-17	2024-09-13	BRCC	Brc Inc.	Welling Glenn W.	Dir, 10%	P - Purchase	3.17	684542	14,163,176	+5%	+$2,169,998	2169998.14	08:55:07	4
2024-09-16	2024-09-12	XCUR	Exicure, Inc.	Dgp Co., Ltd.	10%	P - Purchase	3	237223	849,223	+39%	+$711,669	711669	21:41:12	4
2024-09-16	2024-09-13	ISPO	Inspirato Inc	One Planet Group LLC	10%	P - Purchase	3.43	1580180	2,795,451	+130%	+$5,420,020	5420017.4	21:05:30	3
2024-09-16	2024-09-13	ISPO	Inspirato Inc	Zamani Payam	CEO, 10%	P - Purchase	3.43	1580180	3,795,451	+71%	+$5,420,020	5420017.4	20:59:14	3
2024-09-16	2024-09-16	ZBIO	Zenas Biopharma, Inc.	Enright Patrick G	Dir	P - Purchase	17	440000	774,530	+132%	+$7,480,000	7480000	20:57:32	0
2024-09-16	2024-09-16	ZBIO	Zenas Biopharma, Inc.	Nunn Jason Raleigh	Dir	P - Purchase	17	882352	3,056,801	+41%	+$14,999,984	14999984	20:54:53	0
2024-09-16	2024-09-16	ZBIO	Zenas Biopharma, Inc.	Fairmount Funds Management LLC	Dir	P - Purchase	17	3e+05	1,604,891	+23%	+$5,100,000	5100000	20:54:16	0
2024-09-16	2024-09-16	ZBIO	Zenas Biopharma, Inc.	Sr One Capital Management, LLC	10%	P - Purchase	17	2235294	4,911,539	+84%	+$37,999,998	37999998	20:51:38	0
2024-09-16	2024-09-12	INBX	Inhibrx Biosciences, Inc.	Lappe Mark	CEO	P - Purchase	15.73	40000	925,413	+5%	+$629,117	629200	17:12:34	4
2024-09-16	2024-09-12	ACDC	Profrac Holding Corp.	Thrc Holdings, LP	10%	P - Purchase	6.17	353635	79,197,549	0%	+$2,181,928	2181927.95	16:43:56	4
2024-09-16	2024-09-12	LQDA	Liquidia Corp	Manning Paul B	Dir	P - Purchase	8.9	337078	6,602,551	+5%	+$2,999,994	2999994.2	16:05:20	4
2024-09-16	2024-09-13	PCT	Purecycle Technologies, Inc.	Sylebra Capital LLC	10%	P - Purchase	4.69	4264393	33,050,456	+15%	+$20,000,003	20000003.17	10:54:13	3
2024-09-16	2024-09-13	PI	Impinj Inc	Sylebra Capital LLC	10%	P - Purchase	4.69	4264393	33,050,456	+15%	+$20,000,003	20000003.17	10:35:44	3
2024-09-13	2024-09-11	HTLD	Heartland Express Inc	Gerdin Michael J	CEO, 10%	P - Purchase	11.67	50000	31,688,740	0%	+$583,675	583500	18:30:53	2
2024-09-13	2024-09-11	PBF	Pbf Energy Inc.	Control Empresarial De Capitales S.A. De C.V.	Add'l Rep. Persons-see Ex.99-1, 10%	P - Purchase	31.28	845000	22,702,398	+4%	+$26,433,368	26431600	17:53:33	2
2024-09-13	2024-09-12	RIG	Transocean Ltd.	Perestroika	Dir, 10%	P - Purchase	4.13	1500000	91,074,894	+2%	+$6,195,000	6195000	17:19:51	1
2024-09-13	2024-09-12	RIG	Transocean Ltd.	Perestroika (Cyprus) Ltd	Dir, 10%	P - Purchase	4.13	1500000	91,074,894	+2%	+$6,195,000	6195000	17:17:32	1
2024-09-13	2024-09-12	RIG	Transocean Ltd.	Mohn Frederik Wilhelm	Dir, 10%	P - Purchase	4.13	1500000	91,097,042	+2%	+$6,195,000	6195000	17:15:05	1
2024-09-13	2024-09-11	BTSG	Brightspring Health Services, Inc.	Kkr Group Partnership L.P.	10%	P - Purchase	11.13	11619998	92,959,984	+14%	+$129,330,578	129330577.74	16:44:13	2
2024-09-13	2024-09-11	LGF	Lions Gate Entertainment Corp /cn/	Liberty 77 Capital L.P.	10%	P - Purchase	6.74	264194	2,168,779	+14%	+$1,781,908	1780667.56	16:42:09	2
2024-09-13	2024-09-11	BTSG	Brightspring Health Services, Inc.	Kkr Phoenix Aggregator L.P.	10%	P - Purchase	11.13	11619998	92,959,984	+14%	+$129,330,578	129330577.74	16:36:19	2
2024-09-13	2024-09-12	VSAT	Viasat Inc	Baldridge Richard A	Dir	P - Purchase	14.91	55000	313,846	+21%	+$820,000	820050	16:08:07	1
2024-09-13	2024-09-11	BEN	Franklin Resources Inc	Johnson Charles B	10%	P - Purchase	19.08	1e+05	93,391,784	0%	+$1,907,990	1908000	12:36:35	2
2024-09-12	2024-09-10	ETON	Eton Pharmaceuticals, Inc.	Opaleye Management Inc.	10%	P - Purchase	4.7	107500	2,780,000	+4%	+$504,875	505250	19:31:38	2
2024-09-12	2024-09-10	APPN	Appian Corp	Abdiel Capital Advisors, LP	10%	P - Purchase	31.24	43378	20,158,446	0%	+$1,355,247	1355128.72	18:52:47	2
2024-09-12	2024-09-11	CGNT	Cognyte Software Ltd.	Topline Capital Partners, LP	10%	P - Purchase	6.31	969631	9,020,184	+12%	+$6,114,211	6118371.61	18:40:00	1
2024-09-12	2024-09-12	ACA	Arcosa, Inc.	Demetriou Steven J.	Dir	P - Purchase	87.7	6000	9,943	+152%	+$526,200	526200	18:10:03	0
2024-09-12	2024-09-10	PR	Permian Resources Corp	Quinn William J	Dir	P - Purchase	12.79	312429	312,429	New	+$3,994,821	3995966.91	16:14:44	2
2024-09-12	2024-09-10	APTV	Aptiv Plc	Clark Kevin P	COB, CEO	P - Purchase	65.45	29770	958,514	+3%	+$1,948,563	1948446.5	16:05:08	2
2024-09-12	2024-09-10	PSEC	Prospect Capital Corp	Barry John F	CEO, 10%	P - Purchase	5.29	95477	71,699,085	0%	+$505,073	505073.33	16:01:42	2
2024-09-11	2024-09-05	AAM	Aa Mission Acquisition Corp.	Sun Qing Bill	CEO, 10%	P - Purchase	10	90000	9,474,000	+1%	+$900,000	9e+05	20:56:30	6
2024-09-11	2024-09-05	AAM	Aa Mission Acquisition Corp.	Aa Mission Acquisition Sponsor Holdco LLC	10%	P - Purchase	10	90000	9,474,000	+1%	+$900,000	9e+05	20:54:45	6
2024-09-11	2024-09-09	ACDC	Profrac Holding Corp.	Thrc Holdings, LP	10%	P - Purchase	6.44	265007	78,843,915	0%	+$1,706,236	1706645.08	16:46:04	2
2024-09-11	2024-09-09	CNX	Cnx Resources Corp	Lanigan Bernard Jr	Dir	P - Purchase	26.81	75000	1,414,089	+6%	+$2,010,750	2010750	16:28:12	2
2024-09-11	2024-09-10	HLT	Hilton Worldwide Holdings Inc.	McHale Judith	Dir	P - Purchase	210.81	4750	26,175	+22%	+$1,001,361	1001347.5	16:22:11	1
2024-09-11	2024-09-09	PBF	Pbf Energy Inc.	Control Empresarial De Capitales S.A. De C.V.	Add'l Rep. Persons-see Ex.99-1, 10%	P - Purchase	31.98	770000	21,857,398	+4%	+$24,622,874	24624600	16:10:20	2
2024-09-11	2024-09-09	PSEC	Prospect Capital Corp	Barry John F	CEO, 10%	P - Purchase	5.3	473030	71,603,608	+1%	+$2,507,059	2507059	16:02:00	2
2024-09-10	2024-09-06	CLAR	Clarus Corp	Kanders Warren B	Exec COB, 10%	P - Purchase	4.14	280000	9,944,951	+3%	+$1,160,034	1159200	19:27:32	4
2024-09-10	2024-09-06	LGF	Lions Gate Entertainment Corp /cn/	Liberty 77 Capital L.P.	10%	P - Purchase	6.74	132246	1,904,585	+7%	+$890,942	891338.04	19:07:41	4
2024-09-10	2024-09-06	INBX	Inhibrx Biosciences, Inc.	Lappe Mark	CEO	P - Purchase	15.25	44000	885,413	+5%	+$671,150	671000	17:00:58	4
2024-09-10	2024-09-06	PSEC	Prospect Capital Corp	Barry John F	CEO, 10%	P - Purchase	5.26	750000	71,130,578	+1%	+$3,945,000	3945000	16:01:12	4
2024-09-09	2024-09-05	APPN	Appian Corp	Abdiel Capital Advisors, LP	10%	P - Purchase	30.58	67965	20,071,301	0%	+$2,078,386	2078369.7	18:15:44	4
2024-09-09	2024-09-05	ACDC	Profrac Holding Corp.	Thrc Holdings, LP	10%	P - Purchase	6.21	381359	78,578,908	0%	+$2,366,586	2368239.39	18:15:00	4
2024-09-09	2024-09-06	BSM	Black Stone Minerals, L.P.	Carter Thomas L Jr	CEO, Pres,, COB	P - Purchase	14.12	1e+05	14,908,151	+1%	+$1,411,800	1412000	18:02:29	3
2024-09-09	2024-09-05	GBDC	Golub Capital Bdc, Inc.	Golub Lawrence E	COB	P - Purchase	14.85	40000	7,892,172	+1%	+$593,800	594000	17:10:06	4
2024-09-09	2024-09-05	GBDC	Golub Capital Bdc, Inc.	Golub David	CEO	P - Purchase	14.85	40000	7,668,213	+1%	+$593,800	594000	17:07:55	4
2024-09-09	2024-09-05	PBF	Pbf Energy Inc.	Control Empresarial De Capitales S.A. De C.V.	Add'l Rep. Persons-see Ex.99-1, 10%	P - Purchase	32.45	1257800	21,087,398	+6%	+$40,813,354	40815610	16:38:13	4
2024-09-09	2024-09-05	TALO	Talos Energy Inc.	Control Empresarial De Capitales S.A. De C.V.	Add'l Rep. Persons-see Ex.99-1, 10%	P - Purchase	10.84	323000	42,858,904	+1%	+$3,502,612	3501320	16:35:14	4
2024-09-09	2024-09-05	PSEC	Prospect Capital Corp	Barry John F	CEO, 10%	P - Purchase	5.26	218957	70,380,578	0%	+$1,151,283	1151713.82	16:01:10	4
2024-09-09	2024-09-05	DGICA	Donegal Group Inc	Donegal Mutual Insurance Co	10%	P - Purchase	15.23	38589	17,026,030	0%	+$587,706	587710.47	08:37:11	4
2024-09-06	2024-09-04	PRKA	Parks America, Inc	Focused Compounding Capital Management, LLC	Investment Mgr of 10% Owner	P - Purchase	0.4	1344555	30,454,705	+5%	+$537,822	537822	18:39:19	2
2024-09-06	2024-09-04	PSEC	Prospect Capital Corp	Barry John F	CEO, 10%	P - Purchase	5.23	750000	70,161,621	+1%	+$3,922,500	3922500	16:01:13	2
2024-09-05	2024-09-03	LGF	Lions Gate Entertainment Corp /cn/	Liberty 77 Capital L.P.	10%	P - Purchase	6.81	1290334	15,622,684	+9%	+$8,785,188	8787174.54	20:22:52	2
2024-09-05	2024-09-03	PBF	Pbf Energy Inc.	Control Empresarial De Capitales S.A. De C.V.	Add'l Rep. Persons-see Ex.99-1, 10%	P - Purchase	33.25	1210000	19,829,598	+6%	+$40,233,355	40232500	19:14:59	2
2024-09-05	2024-09-03	TALO	Talos Energy Inc.	Control Empresarial De Capitales S.A. De C.V.	Add'l Rep. Persons-see Ex.99-1, 10%	P - Purchase	11.08	2397000	42,535,904	+6%	+$26,547,134	26558760	19:11:03	2
2024-09-05	2024-09-03	ETN	Eaton Corp Plc	Thompson Dorothy C	Dir	P - Purchase	300.3	2205	3,003	+276%	+$662,162	662161.5	18:09:48	2
2024-09-05	2024-09-03	LULU	Lululemon Athletica Inc.	McDonald Calvin	CEO	P - Purchase	260	4000	89,922	+5%	+$1,040,000	1040000	17:13:58	2
2024-09-05	2024-09-03	GBDC	Golub Capital Bdc, Inc.	Golub David	CEO	P - Purchase	14.93	40000	7,628,213	+1%	+$597,000	597200	17:11:16	2
2024-09-05	2024-09-03	GBDC	Golub Capital Bdc, Inc.	Golub Lawrence E	COB	P - Purchase	14.93	40000	7,852,172	+1%	+$597,000	597200	17:10:08	2
2024-09-05	2024-09-03	PSEC	Prospect Capital Corp	Barry John F	CEO, 10%	P - Purchase	5.17	750000	69,411,621	+1%	+$3,877,500	3877500	16:01:14	2
2024-09-05	2024-09-04	CAPIX	Calamos Aksia Alternative Credit & Income Fund	Koudounis John S.	VP	P - Purchase	10.65	108147	119,973	+914%	+$1,151,764	1151765.55	15:25:22	1
2024-09-05	2024-08-30	AVD	American Vanguard Corp	Rosenbloom Keith M	Dir	P - Purchase	5.79	136492	1,217,472	+13%	+$790,844	790288.68	14:20:02	6
2024-09-04	2024-08-30	HPK	Highpeak Energy, Inc.	Hightower Jack	CEO, 10%	P - Purchase	15.48	53905	86,100,645	0%	+$834,381	834449.4	20:53:23	5
2024-09-04	2024-08-30	APPN	Appian Corp	Abdiel Capital Advisors, LP	10%	P - Purchase	31.94	73368	19,935,505	0%	+$2,343,614	2343373.92	20:52:58	5
2024-09-04	2024-09-01	STCN	Steel Connect, Inc.	Steel Partners Holdings L.P.	Dir, 10%	P - Purchase	12	439673	3,500,986	+14%	+$5,276,076	5276076	20:51:43	3
