Filing.Date	Trade.Date	Ticker	Company Name	Insider.Name	Title	Trade.Type	Price	Qty	Owned	ΔOwn	Value	totalValue	Filing.Time	DaysToFile
2024-05-14	2024-05-09	CDLX	Cardlytics, Inc.	Sosin Clifford	10%	P - Purchase	8.75	328746	6,464,859	+5%	+$2,875,889	2876527.5	12:53:29	5
2024-05-14	2024-05-13	BHVN	Biohaven Ltd.	Childs John W	Dir	P - Purchase	35.17	28500	6,404,244	0%	+$1,002,470	1002345	07:30:29	1
2024-05-13	2024-05-10	TMCI	Treace Medical Concepts, Inc.	Mott Richard W	Dir	P - Purchase	4.51	120000	1,027,753	+13%	+$540,939	541200	19:48:45	3
2024-05-13	2024-05-10	TMCI	Treace Medical Concepts, Inc.	Treace James T	Dir	P - Purchase	4.54	228000	1,595,624	+17%	+$1,034,004	1035120	19:47:43	3
2024-05-13	2024-05-10	TMCI	Treace Medical Concepts, Inc.	Bakewell John K	Dir	P - Purchase	4.57	130000	477,348	+37%	+$594,620	594100	19:30:01	3
2024-05-13	2024-05-09	CDLX	Cardlytics, Inc.	Sosin Clifford	10%	P - Purchase	8.75	328746	6,464,859	+5%	+$2,875,889	2876527.5	18:13:51	4
2024-05-13	2024-05-10	TMCI	Treace Medical Concepts, Inc.	Treace John T.	CEO, 10%	P - Purchase	4.57	3e+05	11,417,224	+3%	+$1,370,370	1371000	18:07:34	3
2024-05-13	2024-05-10	GO	Grocery Outlet Holding Corp.	Ragatz Erik D.	Dir	P - Purchase	20.91	1e+05	540,471	+23%	+$2,090,616	2091000	17:09:35	3
2024-05-13	2024-05-09	MNKTQ	Mallinckrodt Plc	Goldentree Asset Management LP	10%	P - Purchase	55.37	475000	2,874,035	+20%	+$26,300,000	26300750	16:30:37	4
2024-05-13	2024-05-10	EAF	Graftech International Ltd	Colonial House Capital Ltd	10%	P - Purchase	1.74	5e+05	31,025,291	+2%	+$870,250	870000	16:07:41	3
2024-05-13	2024-05-09	CMPO	Composecure, Inc.	Bleichroeder LP	10%	P - Purchase	6.5	8e+05	3,797,550	+27%	+$5,200,000	5200000	09:40:57	4
2024-05-10	2024-05-08	MCFT	Mastercraft Boat Holdings, Inc.	Coliseum Capital Management, LLC	10%	P - Purchase	19.87	160330	4,922,642	+3%	+$3,185,114	3185757.1	21:27:38	2
2024-05-09	2024-05-08	DIS	Walt Disney Co	Gorman James P	Dir	P - Purchase	106.03	20000	20,467	>999%	+$2,120,628	2120600	19:06:37	1
2024-05-08	2024-05-06	RM	Regional Management Corp.	Basswood Capital Management, L.L.C.	Director-by-Deputization, 10%	P - Purchase	30.25	72546	537,182	+16%	+$2,194,348	2194516.5	20:15:38	2
2024-05-08	2024-05-06	VSTS	Vestis Corp	Corvex Management LP	10%	P - Purchase	9.96	3446655	32,561,320	+12%	+$34,321,684	34328683.8	18:43:20	2
2024-05-08	2024-05-07	MDU	Mdu Resources Group Inc	Johnson Rob L.	Pres-WBI Holdings	P - Purchase	25.46	36291	95,365	+61%	+$923,970	923968.86	16:44:47	1
2024-05-08	2024-05-06	PENN	Penn Entertainment, Inc.	Handler David A	Dir	P - Purchase	15.61	40000	263,450	+18%	+$624,236	624400	16:44:13	2
2024-05-08	2024-05-06	EYPT	Eyepoint Pharmaceuticals, Inc.	Cormorant Asset Management, LP	10%	P - Purchase	11.86	850000	8,325,000	+11%	+$10,081,721	10081000	16:23:14	2
2024-05-08	2024-04-30	ZONE	Cleancore Solutions, Inc.	Ansari Mohammad Jawad	10%	P - Purchase	4.01	125000	1,461,207	+9%	+$501,250	501250	16:09:38	8
2024-05-08	2024-05-06	SPFI	South Plains Financial, Inc.	Valles Noe G	Dir	P - Purchase	25	40000	285,512	+16%	+$1,000,000	1e+06	15:32:08	2
2024-05-07	2024-05-06	HQL	Abrdn Life Sciences Investors	Saba Capital Management, L.P.	10%	P - Purchase	13.74	60874	3,129,604	+2%	+$836,126	836408.76	17:07:07	1
2024-05-07	2024-05-06	CRVS	Corvus Pharmaceuticals, Inc.	Miller Richard A Md	Pres, CEO	P - Purchase	1.73	577634	2,067,753	+39%	+$1,000,000	999306.82	17:05:52	1
2024-05-07	2024-05-03	CZR	Caesars Entertainment, Inc.	Pegram Michael E	Dir	P - Purchase	36.39	40000	201,309	+25%	+$1,455,734	1455600	16:51:09	4
2024-05-07	2024-05-03	AON	Aon Plc	Knight Lester B	Dir	P - Purchase	276.61	10000	353,464	+3%	+$2,766,116	2766100	16:39:08	4
2024-05-07	2024-05-06	MBUU	Malibu Boats, Inc.	Lanigan Mark W.	Dir	P - Purchase	33.43	20000	73,368	+37%	+$668,600	668600	16:32:54	1
2024-05-07	2024-05-07	RHP	Ryman Hospitality Properties, Inc.	Reed Colin V	Exec. COB	P - Purchase	106.4	13800	1,392,432	+1%	+$1,468,265	1468320	15:24:15	0
2024-05-06	2024-05-02	ST	Sensata Technologies Holding Plc	Mirshekari Ali John	Dir	P - Purchase	39.64	268310	269,570	>999%	+$10,636,267	10635808.4	17:57:15	4
2024-05-06	2024-05-03	VSTS	Vestis Corp	Pertz Douglas A	Dir	P - Purchase	10.02	110000	141,136	+353%	+$1,102,079	1102200	16:51:14	3
2024-05-06	2024-05-02	RXO	Rxo, Inc.	Mfn Partners, LP	10%	P - Purchase	20.13	135065	17,310,434	+1%	+$2,718,555	2718858.45	16:34:35	4
2024-05-06	2024-05-03	EAF	Graftech International Ltd	Colonial House Capital Ltd	10%	P - Purchase	1.77	533009	30,247,863	+2%	+$944,599	943425.93	16:09:42	3
2024-05-06	2024-05-06	MAC	Macerich Co	Hsieh Jackson	Pres, CEO	P - Purchase	14.26	140000	170,500	+459%	+$1,996,820	1996400	15:20:33	0
2024-05-03	2024-05-01	UBI	Universal Biosensors Inc	Coleman Craig E.	Dir, 10%	P - Purchase	0.15	29506606	87,058,827	+51%	+$4,425,991	4425990.9	20:50:35	2
2024-05-03	2024-05-01	HTLD	Heartland Express Inc	Gerdin Michael J	CEO, 10%	P - Purchase	10.74	107605	31,638,740	0%	+$1,155,307	1155677.7	18:12:59	2
2024-05-03	2024-05-01	TBPH	Theravance Biopharma, Inc.	Samaha Eli	10%	P - Purchase	8.75	1499124	8,511,350	+21%	+$13,117,335	13117335	16:19:22	2
2024-05-03	2024-05-02	NXJ	Nuveen New Jersey Quality Municipal Income Fund	Saba Capital Management, L.P.	10%	P - Purchase	11.79	50596	5,972,471	+1%	+$596,527	596526.84	13:16:32	1
2024-05-03	2024-05-02	NQP	Nuveen Pennsylvania Quality Municipal Income Fund	Saba Capital Management, L.P.	10%	P - Purchase	11.55	65807	5,161,297	+1%	+$760,071	760070.85	13:14:37	1
2024-05-03	2024-05-02	LUMN	Lumen Technologies, Inc.	Johnson Kathleen E	Pres, CEO	P - Purchase	1.28	750000	9,218,818	+9%	+$959,850	960000	08:18:00	1
2024-05-02	2024-05-01	TBBK	Bancorp, Inc.	Connolly Mark Leo	EVP, Head of Credit Markets	P - Purchase	31.07	20000	241,970	+9%	+$621,308	621400	18:55:30	1
2024-05-02	2024-05-01	ASGI	Abrdn Global Infrastructure Income Fund	Saba Capital Management, L.P.	10%	P - Purchase	17.43	76567	2,889,010	+3%	+$1,334,936	1334562.81	16:47:20	1
2024-05-02	2024-05-02	CVS	Cvs Health Corp	Mahoney Michael F	Dir	P - Purchase	54.49	9181	11,383	+417%	+$500,294	500272.69	16:30:49	0
2024-05-02	2024-05-01	HXL	Hexcel Corp /de/	Gentile Tom	CEO, Pres	P - Purchase	66.25	15000	15,000	New	+$993,763	993750	16:26:09	1
2024-05-02	2024-05-02	SWKS	Skyworks Solutions, Inc.	Griffin Liam	COB, CEO, Pres	P - Purchase	90	11142	153,431	+8%	+$1,002,780	1002780	16:03:26	0
2024-05-01	2024-04-29	LSXMK	Liberty Media Corp	Berkshire Hathaway Inc	10%	P - Purchase	25.47	311637	70,002,897	0%	+$7,936,272	7937394.39	19:03:56	2
2024-05-01	2024-04-29	CTRN	Citi Trends Inc	Fund 1 Investments, LLC	10%	P - Purchase	21.48	91600	1,981,067	+5%	+$1,967,203	1967568	16:49:05	2
2024-05-01	2024-04-29	EXFY	Expensify, Inc.	McLaughlin Steven J.	10%	P - Purchase	1.57	530471	11,329,917	+5%	+$832,016	832839.47	16:30:20	2
2024-05-01	2024-04-30	HTZ	Hertz Global Holdings, Inc	West W Gilbert	CEO	P - Purchase	4.46	250000	2,160,369	+13%	+$1,114,100	1115000	16:05:15	1
2024-05-01	2024-05-01	CLF	Cleveland-Cliffs Inc.	Goncalves Lourenco	COB, Pres, CEO	P - Purchase	16.76	60000	5,759,089	+1%	+$1,005,666	1005600	15:49:02	0
2024-04-30	2024-04-26	HTLD	Heartland Express Inc	Gerdin Michael J	CEO, 10%	P - Purchase	10.11	190696	31,531,135	+1%	+$1,928,490	1927936.56	21:32:38	4
2024-04-30	2024-04-26	HTLD	Heartland Express Inc	Ann S. Gerdin Revocable Trust	Co-Trustee of 10% Owner, 10%	P - Purchase	10.14	275092	30,693,961	+1%	+$2,788,294	2789432.88	21:04:37	4
2024-04-30	2024-04-29	GSHD	Goosehead Insurance, Inc.	Miller Mark	Pres, COO	P - Purchase	58.07	10000	30,000	+50%	+$580,650	580700	17:11:04	1
2024-04-29	2024-04-26	JBHT	Hunt J B Transport Services Inc	Roberts John N	CEO	P - Purchase	161.06	6200	328,574	+2%	+$998,550	998572	20:51:19	3
2024-04-29	2024-04-29	LOAR	Loar Holdings Inc.	Crow M Chad	Dir	P - Purchase	28	71429	89,286	+400%	+$2,000,012	2000012	16:55:37	0
2024-04-29	2024-04-29	LOAR	Loar Holdings Inc.	McGetrick Margaret A	Dir	P - Purchase	28	71429	89,286	+400%	+$2,000,012	2000012	16:54:55	0
2024-04-29	2024-04-29	LOAR	Loar Holdings Inc.	Danmola Taiwo K.	Dir	P - Purchase	28	71429	89,286	+400%	+$2,000,012	2000012	16:54:19	0
2024-04-29	2024-04-26	HQL	Abrdn Life Sciences Investors	Saba Capital Management, L.P.	10%	P - Purchase	13	120304	3,025,602	+4%	+$1,563,952	1563952	16:54:15	3
2024-04-29	2024-04-26	HXL	Hexcel Corp /de/	Stanage Nick L	COB, CEO, Pres	P - Purchase	64.29	15000	392,446	+4%	+$964,350	964350	16:01:44	3
2024-04-29	2024-04-25	HXL	Hexcel Corp /de/	Campbell Jeffrey C	Dir	P - Purchase	64.13	10000	17,803	+128%	+$641,300	641300	16:00:15	4
2024-04-26	2024-04-24	LSXMA	Liberty Media Corp	Berkshire Hathaway Inc	10%	P - Purchase	24.64	5e+05	35,182,219	+1%	+$12,318,533	12320000	20:22:01	2
2024-04-26	2024-04-24	LSXMK	Liberty Media Corp	Berkshire Hathaway Inc	10%	P - Purchase	24.53	647016	69,691,260	+1%	+$15,870,000	15871302.48	20:20:41	2
2024-04-26	2024-04-24	STCN	Steel Connect, Inc.	Steel Partners Holdings L.P.	Dir, 10%	P - Purchase	12	265326	3,026,570	+10%	+$3,183,244	3183912	17:18:06	2
2024-04-26	2024-04-24	CTRN	Citi Trends Inc	Fund 1 Investments, LLC	10%	P - Purchase	22.03	25100	1,889,467	+1%	+$553,021	552953	16:50:15	2
2024-04-26	2024-04-24	RXO	Rxo, Inc.	Mfn Partners, LP	10%	P - Purchase	19.62	2e+05	17,175,369	+1%	+$3,923,000	3924000	16:15:29	2
2024-04-26	2024-04-26	ZONE	Cleancore Solutions, Inc.	Adams Clayton	10%	P - Purchase	4.01	145000	465,000	+45%	+$581,450	581450	16:05:22	0
2024-04-26	2024-04-25	NPCT	Nuveen Core Plus Impact Fund	Saba Capital Management, L.P.	10%	P - Purchase	10.03	68072	3,333,187	+2%	+$682,762	682762.16	11:48:55	1
2024-04-26	2024-04-24	MEGI	Mainstay Cbre Global Infrastructure Megatrends Term Fund	Saba Capital Management, L.P.	10%	P - Purchase	12	71578	5,603,993	+1%	+$858,965	858936	11:47:02	2
2024-04-26	2024-04-24	HQL	Abrdn Life Sciences Investors	Saba Capital Management, L.P.	10%	P - Purchase	13.01	118103	2,905,298	+4%	+$1,536,827	1536520.03	11:40:16	2
2024-04-26	2024-04-25	ASGI	Abrdn Global Infrastructure Income Fund	Saba Capital Management, L.P.	10%	P - Purchase	17.27	34547	2,797,302	+1%	+$596,627	596626.69	11:36:58	1
2024-04-26	2024-04-25	MSCI	Msci Inc.	Fernandez Henry A	COB, CEO	P - Purchase	465.92	13000	2,103,546	+1%	+$6,056,955	6056960	09:19:56	1
2024-04-26	2024-04-25	MSCI	Msci Inc.	Pettit Cd Baer	Pres, COO	P - Purchase	459.41	7500	291,038	+3%	+$3,445,575	3445575	09:19:15	1
2024-04-25	2024-04-22	INTZ	Intrusion Inc	Scott Anthony	CEO	P - Purchase	1.7	585748	638,281	>999%	+$995,772	995771.6	08:11:55	3
2024-04-25	2024-04-24	BHVN	Biohaven Ltd.	Bailey Gregory	Dir	P - Purchase	39.18	25503	1,600,071	+2%	+$999,169	999207.54	07:32:14	1
2024-04-24	2024-04-23	RF	Regions Financial Corp	Rhodes William C III	Dir	P - Purchase	19.37	50000	51,739	>999%	+$968,500	968500	19:48:43	1
2024-04-24	2024-04-22	ZURA	Zura Bio Ltd	Sidhu Someit	Dir	P - Purchase	3.13	1186901	3,675,047	+48%	+$3,715,000	3715000.13	18:51:00	2
2024-04-24	2024-04-22	KRRO	Korro Bio, Inc.	New Enterprise Associates 17, L.P.	10%	P - Purchase	56	17857	1,090,793	+2%	+$999,992	999992	17:00:35	2
2024-04-24	2024-04-22	KRRO	Korro Bio, Inc.	Baskett Forest	10%	P - Purchase	56	17857	1,090,793	+2%	+$999,992	999992	17:00:33	2
2024-04-24	2024-04-22	KRRO	Korro Bio, Inc.	Florence Anthony A. Jr.	10%	P - Purchase	56	17857	1,090,793	+2%	+$999,992	999992	17:00:26	2
2024-04-24	2024-04-22	KRRO	Korro Bio, Inc.	Walker Paul Edward	10%	P - Purchase	56	17857	1,090,793	+2%	+$999,992	999992	17:00:23	2
2024-04-24	2024-04-22	KRRO	Korro Bio, Inc.	Chang Carmen	10%	P - Purchase	56	17857	1,090,793	+2%	+$999,992	999992	17:00:22	2
2024-04-24	2024-04-22	KRRO	Korro Bio, Inc.	Mathers Edward T	10%	P - Purchase	56	17857	1,090,793	+2%	+$999,992	999992	17:00:19	2
2024-04-24	2024-04-22	KRRO	Korro Bio, Inc.	Yang Rick	10%	P - Purchase	56	17857	1,090,793	+2%	+$999,992	999992	17:00:16	2
2024-04-24	2024-04-22	KRRO	Korro Bio, Inc.	Makhzoumi Mohamad	10%	P - Purchase	56	17857	1,090,793	+2%	+$999,992	999992	17:00:12	2
2024-04-24	2024-04-22	KRRO	Korro Bio, Inc.	Sandell Scott D	10%	P - Purchase	56	17857	1,090,793	+2%	+$999,992	999992	17:00:08	2
2024-04-24	2024-04-22	RXO	Rxo, Inc.	Mfn Partners, LP	10%	P - Purchase	19.82	1e+05	16,975,369	+1%	+$1,981,649	1982000	16:10:14	2
2024-04-23	2024-04-22	HQL	Abrdn Life Sciences Investors	Saba Capital Management, L.P.	10%	P - Purchase	13.14	50225	2,787,195	+2%	+$659,913	659956.5	20:00:32	1
2024-04-23	2024-04-19	CTRN	Citi Trends Inc	Fund 1 Investments, LLC	10%	P - Purchase	22.07	65495	1,864,367	+4%	+$1,445,368	1445474.65	17:56:26	4
2024-04-23	2024-04-22	KRRO	Korro Bio, Inc.	Atlas Venture Opportunity Fund Ii, L.P.	10%	P - Purchase	56	17857	195,074	+10%	+$999,992	999992	17:23:41	1
2024-04-23	2024-04-22	BHVN	Biohaven Ltd.	Bailey Gregory	Dir	P - Purchase	41	48780	1,574,568	+3%	+$1,999,980	1999980	07:54:35	1
2024-04-23	2024-04-22	BHVN	Biohaven Ltd.	Childs John W	Dir	P - Purchase	41	195121	6,375,744	+3%	+$7,999,961	7999961	07:54:20	1
2024-04-23	2024-04-22	BHVN	Biohaven Ltd.	Coric Vlad	CEO	P - Purchase	41	121951	3,146,085	+4%	+$4,999,991	4999991	07:54:02	1
2024-04-22	2024-04-18	STCN	Steel Connect, Inc.	Steel Partners Holdings L.P.	Dir, 10%	P - Purchase	9.83	701246	2,761,244	+34%	+$6,893,248	6893248.18	20:30:44	4
2024-04-22	2024-04-18	MCFT	Mastercraft Boat Holdings, Inc.	Coliseum Capital Management, LLC	10%	P - Purchase	20.91	133122	4,688,773	+3%	+$2,784,069	2783581.02	19:59:12	4
2024-04-22	2024-04-22	CTRI	Centuri Holdings, Inc.	Fehrman William	CEO	P - Purchase	21	25000	25,000	New	+$525,000	525000	16:50:40	0
2024-04-22	2024-04-22	CTRI	Centuri Holdings, Inc.	Mariucci Anne L	Dir	P - Purchase	21	71400	71,400	New	+$1,499,400	1499400	16:48:46	0
2024-04-22	2024-04-18	TTSH	Tile Shop Holdings, Inc.	Fund 1 Investments, LLC	10%	P - Purchase	6.33	127138	13,024,099	+1%	+$804,379	804783.54	16:43:28	4
2024-04-22	2024-04-22	IBTA	Ibotta, Inc.	Clark Jermoluk Founders Fund I LLC	10%	P - Purchase	88	568181	6,330,638	+10%	+$49,999,928	49999928	16:06:15	0
2024-04-22	2024-04-18	EYPT	Eyepoint Pharmaceuticals, Inc.	Cormorant Asset Management, LP	10%	P - Purchase	18.03	581765	7,475,000	+8%	+$10,489,446	10489222.95	16:00:41	4
2024-04-22	2024-04-18	HQL	Abrdn Life Sciences Investors	Saba Capital Management, L.P.	10%	P - Purchase	12.81	124197	2,736,970	+5%	+$1,591,420	1590963.57	15:08:50	4
2024-04-19	2024-04-17	RXO	Rxo, Inc.	Mfn Partners, LP	10%	P - Purchase	19.51	1245690	16,875,369	+8%	+$24,305,626	24303411.9	18:56:27	2
2024-04-18	2024-04-16	ULS	Ul Solutions Inc.	Kennedy Kevin	Dir	P - Purchase	28	35714	35,714	New	+$999,992	999992	16:33:55	2
2024-04-18	2024-04-16	ULS	Ul Solutions Inc.	Gottschalk Marla C	Dir	P - Purchase	28	71428	71,428	New	+$1,999,984	1999984	16:33:40	2
2024-04-18	2024-04-16	ULS	Ul Solutions Inc.	Dollive James P	Dir	P - Purchase	28	71428	71,428	New	+$1,999,984	1999984	16:33:25	2
2024-04-18	2024-04-16	ULS	Ul Solutions Inc.	Robinson Ryan D	EVP, CFO	P - Purchase	28	71428	71,428	New	+$1,999,984	1999984	16:32:42	2
2024-04-18	2024-04-16	ULS	Ul Solutions Inc.	Coyne Frank J	Dir	P - Purchase	28	107142	107,142	New	+$2,999,976	2999976	16:32:32	2
2024-04-18	2024-04-16	ULS	Ul Solutions Inc.	Scanlon Jennifer F.	Pres, CEO	P - Purchase	28	89285	89,285	New	+$2,499,980	2499980	16:30:26	2
2024-04-18	2024-04-16	EAF	Graftech International Ltd	Colonial House Capital Ltd	10%	P - Purchase	1.78	2303599	29,535,575	+8%	+$4,100,867	4100406.22	16:08:08	2
2024-04-17	2024-04-15	CTRN	Citi Trends Inc	Fund 1 Investments, LLC	10%	P - Purchase	22.47	35226	1,798,872	+2%	+$791,454	791528.22	17:48:12	2
2024-04-17	2024-04-15	TTSH	Tile Shop Holdings, Inc.	Fund 1 Investments, LLC	10%	P - Purchase	6.7	79200	12,832,823	+1%	+$530,749	530640	17:14:33	2
2024-04-17	2024-04-15	BRT	Brt Apartments Corp.	Gould Investors L P	10%	P - Purchase	16.94	36912	3,707,981	+1%	+$625,469	625289.28	16:20:14	2
2024-04-17	2024-04-15	BRT	Brt Apartments Corp.	Gould Jeffrey	Pres, CEO	P - Purchase	16.94	36912	4,291,394	+1%	+$625,469	625289.28	16:20:13	2
2024-04-17	2024-04-15	BRT	Brt Apartments Corp.	Gould Matthew J	SVP	P - Purchase	16.94	36912	4,279,351	+1%	+$625,469	625289.28	16:20:10	2
2024-04-17	2024-04-12	RXO	Rxo, Inc.	Mfn Partners, LP	10%	P - Purchase	20.24	41124	15,629,679	0%	+$832,401	832349.76	16:14:26	5
2024-04-16	2024-04-15	AINC	Ashford Inc.	Bennett Monty J	CEO, COB, 10%	P - Purchase	4.91	2e+05	685,511	+41%	+$982,000	982000	16:27:25	1
2024-04-15	2024-04-11	OCX	Oncocyte Corp	Broadwood Partners, L.P.	10%	P - Purchase	2.92	2420000	9,858,289	+33%	+$7,057,688	7066400	19:21:50	4
2024-04-15	2024-04-11	TAKIX	Carlyle Tactical Private Credit Fund	McCabe Joan Y	Dir	P - Purchase	8.57	122239	186,135	+191%	+$1,047,587	1047588.23	18:22:18	4
2024-04-15	2024-04-11	CRMT	Americas Carmart Inc	Peterson Adam K	10%	P - Purchase	57.87	13550	742,000	+2%	+$784,139	784138.5	17:01:13	4
2024-04-15	2024-04-11	ACRV	Acrivon Therapeutics, Inc.	Perceptive Advisors LLC	10%	P - Purchase	8.5	2353000	5,360,858	+78%	+$20,000,500	20000500	08:53:49	4
2024-04-12	2024-04-10	MCFT	Mastercraft Boat Holdings, Inc.	Coliseum Capital Management, LLC	10%	P - Purchase	21.81	72608	4,387,268	+2%	+$1,583,449	1583580.48	20:52:32	2
2024-04-12	2024-04-10	LSXMK	Liberty Media Corp	Berkshire Hathaway Inc	10%	P - Purchase	25.85	1134331	69,044,244	+2%	+$29,324,738	29322456.35	20:03:43	2
2024-04-12	2024-04-10	LSXMA	Liberty Media Corp	Berkshire Hathaway Inc	10%	P - Purchase	25.92	803890	34,682,219	+2%	+$20,835,787	20836828.8	19:57:37	2
2024-04-12	2024-04-10	CTRN	Citi Trends Inc	Fund 1 Investments, LLC	10%	P - Purchase	22.99	62282	1,763,646	+4%	+$1,431,735	1431863.18	17:10:30	2
2024-04-12	2024-04-10	ASGI	Abrdn Global Infrastructure Income Fund	Saba Capital Management, L.P.	10%	P - Purchase	17.25	33799	2,740,646	+1%	+$582,947	583032.75	14:58:06	2
2024-04-11	2024-04-09	TKO	Tko Group Holdings, Inc.	Emanuel Ariel	CEO, 10%	P - Purchase	89.01	1642970	1,655,501	>999%	+$146,240,760	146240759.7	19:00:08	2
2024-04-11	2024-04-09	TKO	Tko Group Holdings, Inc.	Whitesell Patrick	10%	P - Purchase	89.01	1642970	1,642,970	New	+$146,240,760	146240759.7	19:00:07	2
2024-04-11	2024-04-09	ATLC	Atlanticus Holdings Corp	Hanna Frank J III	10%	P - Purchase	28.21	263432	4,261,504	+7%	+$7,431,417	7431416.72	17:15:40	2
2024-04-10	2024-04-09	VCRDX	Versus Capital Infrastructure Income Fund	Versus Capital Advisors LLC	Investment Adviser, 10%	P - Purchase	10.02	199601	3,009,601	+7%	+$2,000,000	2000002.02	12:34:38	1
2024-04-10	2024-04-08	SRG.P	Seritage Growth Properties	Ursa Fund Partners LP	10%	P - Purchase	23.68	60000	279,843	+27%	+$1,420,632	1420800	12:13:12	2
2024-04-09	2024-04-05	TTSH	Tile Shop Holdings, Inc.	Fund 1 Investments, LLC	10%	P - Purchase	6.97	77500	6,811,815	+1%	+$539,954	540175	17:20:27	4
2024-04-09	2024-04-08	FLGC	Flora Growth Corp.	Starke Clifford	CEO	P - Purchase	1.9	526315	1,340,056	+65%	+$999,999	999998.5	14:17:36	1
2024-04-09	2024-04-03	PGY	Pagaya Technologies Ltd.	Yulzari Yahav	Chief Revenue Officer	P - Purchase	10.17	60000	299,699	+25%	+$610,062	610200	09:09:08	6
2024-04-08	2024-04-04	LSXMK	Liberty Media Corp	Berkshire Hathaway Inc	10%	P - Purchase	27.41	2423625	67,909,913	+4%	+$66,419,518	66431561.25	19:21:31	4
2024-04-08	2024-04-04	LSXMA	Liberty Media Corp	Berkshire Hathaway Inc	10%	P - Purchase	27.33	1122705	33,878,329	+3%	+$30,686,367	30683527.65	19:17:53	4
2024-04-08	2024-04-04	GEF	Greif, Inc	Martz Gary R	EVP, GC	P - Purchase	68.23	10082	100,331	+11%	+$687,932	687894.86	18:52:32	4
2024-04-08	2024-04-04	ALDX	Aldeyra Therapeutics, Inc.	Perceptive Advisors LLC	10%	P - Purchase	4.68	177993	9,275,851	+2%	+$833,867	833007.24	17:32:55	4
2024-04-08	2024-04-04	CTRN	Citi Trends Inc	Fund 1 Investments, LLC	10%	P - Purchase	25.01	22700	1,701,364	+1%	+$567,703	567727	17:26:36	4
2024-04-08	2024-04-04	SRZN	Surrozen, Inc./De	Kutzkey Tim	Dir, 10%	P - Purchase	15.5	193548	627,652	+45%	+$2,999,994	2999994	16:24:22	4
2024-04-08	2024-04-04	SRZN	Surrozen, Inc./De	Column Group III Gp, LP	10%	P - Purchase	15.5	193548	627,652	+45%	+$2,999,994	2999994	16:23:59	4
2024-04-08	2024-04-04	REPX	Riley Exploration Permian, Inc.	Libin Alvin Gerald	10%	P - Purchase	27	75000	2,194,921	+4%	+$2,025,000	2025000	16:07:55	4
2024-04-05	2024-04-03	EGLE	Eagle Bulk Shipping Inc.	Castor Maritime Inc.	10%	P - Purchase	62.81	169635	1,561,135	+12%	+$10,654,880	10654774.35	16:17:43	2
2024-04-04	2024-04-02	MTEM	Molecular Templates, Inc.	Biotech Target N V	10%	P - Purchase	2.35	250000	1,279,820	+24%	+$587,500	587500	20:13:35	2
2024-04-04	2024-04-02	BOLD	Boundless Bio, Inc.	Burow Kristina	Dir, 10%	P - Purchase	16	2e+05	1,181,766	+20%	+$3,200,000	3200000	16:30:49	2
2024-04-04	2024-04-02	BOLD	Boundless Bio, Inc.	Crandell Keith	10%	P - Purchase	16	2e+05	1,181,766	+20%	+$3,200,000	3200000	16:30:41	2
2024-04-04	2024-04-02	BOLD	Boundless Bio, Inc.	Arch Venture Fund Ix, L.P.	10%	P - Purchase	16	2e+05	1,181,766	+20%	+$3,200,000	3200000	16:30:30	2
2024-04-03	2024-04-01	TTSH	Tile Shop Holdings, Inc.	Fund 1 Investments, LLC	10%	P - Purchase	6.95	1e+05	6,734,315	+2%	+$695,333	695000	17:32:10	2
2024-04-03	2024-04-01	ALDX	Aldeyra Therapeutics, Inc.	Perceptive Advisors LLC	10%	P - Purchase	3.84	504272	9,097,858	+6%	+$1,934,505	1936404.48	17:22:41	2
2024-04-03	2024-04-02	CVV	Cvd Equipment Corp	Africk Andrew	10%	P - Purchase	4.98	217554	1,248,082	+21%	+$1,084,162	1083418.92	16:01:27	1
2024-04-03	2024-04-01	NXJ	Nuveen New Jersey Quality Municipal Income Fund	Saba Capital Management, L.P.	10%	P - Purchase	12.02	82257	5,916,381	+1%	+$988,435	988729.14	14:01:15	2
2024-04-03	2024-04-01	NQP	Nuveen Pennsylvania Quality Municipal Income Fund	Saba Capital Management, L.P.	10%	P - Purchase	11.76	84823	5,055,786	+2%	+$997,873	997518.48	13:55:40	2
2024-04-03	2024-04-01	ECAT	Blackrock Esg Capital Allocation Term Trust	Saba Capital Management, L.P.	10%	P - Purchase	17.34	55980	28,552,727	0%	+$970,693	970693.2	13:45:25	2
2024-04-03	2024-04-01	BMEZ	Blackrock Health Sciences Term Trust	Saba Capital Management, L.P.	10%	P - Purchase	16.33	46421	20,538,431	0%	+$758,055	758054.93	13:43:41	2
2024-04-03	2024-04-01	BIGZ	Blackrock Innovation & Growth Term Trust	Saba Capital Management, L.P.	10%	P - Purchase	8.1	139326	52,103,294	0%	+$1,128,541	1128540.6	13:33:53	2
2024-04-03	2024-04-01	ASGI	Abrdn Global Infrastructure Income Fund	Saba Capital Management, L.P.	10%	P - Purchase	17.68	90920	2,688,579	+4%	+$1,607,818	1607465.6	13:28:25	2
2024-04-02	2024-04-01	VCRDX	Versus Capital Infrastructure Income Fund	Versus Capital Advisors LLC	Investment Adviser, 10%	P - Purchase	10	2800000	2,810,000	>999%	+$28,000,000	2.8e+07	12:38:18	1
2024-04-01	2024-03-28	CWEN	Clearway Energy, Inc.	Totalenergies Se	Dir, 10%	P - Purchase	22.86	196964	295,235	+200%	+$4,502,833	4502597.04	16:45:32	4
