X	Filing Date	Trade Date	Ticker	Company Name	Insider Name	Title	Trade Type	Price	Qty	Owned	ΔOwn	Value	1d	1w	1m	6m
	2024-09-19 16:56:10	2024-09-19	YEXT	Yext, Inc.	Waugh Seth H.	Dir	P - Purchase	$6.65	+32,600	153,350	+27%	+$216,647				
D	2024-09-19 16:41:22	2024-09-16	MBCN	Middlefield Banc Corp	Zimmerly Ronald Len Jr.	CEO	P - Purchase	$28.47	+212	40,075	+1%	+$6,044				
	2024-09-19 16:33:06	2024-09-18	MEI	Methode Electronics Inc	Blom David P	Dir	P - Purchase	$10.81	+9,320	37,531	+33%	+$100,749				
D	2024-09-19 16:30:03	2024-09-19	YHNAU	Yhn Acquisition I Ltd	Yhn Partners I Ltd	10%	P - Purchase	$10.00	+250,000	1,850,000	+16%	+$2,500,000				
M	2024-09-19 16:15:39	2024-09-18	MKTW	Marketwise, Inc.	Tongue Glenn H	Dir	P - Purchase	$0.70	+15,764	279,850	+6%	+$11,019				
	2024-09-19 16:05:24	2024-09-18	PIIVX	Private Shares Fund	Morgan Herbert William	Dir	P - Purchase	$40.27	+372	372	New	+$15,000				
	2024-09-19 16:02:37	2024-09-18	EPSN	Epsilon Energy Ltd.	Stabell Jason	CEO	P - Purchase	$5.05	+74,000	573,847	+15%	+$373,700				
	2024-09-19 16:01:45	2024-09-18	EPSN	Epsilon Energy Ltd.	Williamson Andrew	CFO	P - Purchase	$5.05	+50,000	88,128	+131%	+$252,500				
	2024-09-19 16:01:12	2024-09-17	PSEC	Prospect Capital Corp	Stark Eugene S	Dir	P - Purchase	$5.50	+2,500	57,500	+5%	+$13,750				
A	2024-09-19 15:55:56	2024-05-13	MBCN	Middlefield Banc Corp	Zimmerly Ronald Len Jr.	CEO	P - Purchase	$22.47	+1,000	8,786	+13%	+$22,470				
	2024-09-19 15:26:06	2024-09-17	UTG	Reaves Utility Income Fund	Legg Joellen	Dir	P - Purchase	$31.69	+310	2,265	+16%	+$9,823				
M	2024-09-19 12:55:35	2024-09-18	BUKS	Butler National Corp	Daly Joseph Patrick	Dir, 10%	P - Purchase	$1.30	+50,000	8,050,000	+1%	+$65,000				
	2024-09-19 11:30:42	2024-09-18	RCG	Renn Fund, Inc.	Stahl Murray	Pres, CEO	P - Purchase	$1.97	+1,304	616,939	0%	+$2,569				
	2024-09-19 11:23:35	2024-09-18	TPL	Texas Pacific Land Corp	Stahl Murray	Dir	P - Purchase	$872.98	+12	1,085,410	0%	+$10,476				
M	2024-09-19 11:21:28	2024-09-17	FRD	Friedman Industries Inc	Taylor Mike J	Pres ,  CEO ,  Dir	P - Purchase	$13.94	+2,500	162,154	+2%	+$34,851				
M	2024-09-19 11:02:54	2024-09-17	RPHM	Reneo Pharmaceuticals, Inc.	Leonard Braden Michael	10%	P - Purchase	$1.36	+56,106	4,379,818	+1%	+$76,237				
	2024-09-19 10:46:00	2024-09-18	FRD	Friedman Industries Inc	Reichenthal Max Alan	Dir	P - Purchase	$14.00	+2,000	30,761	+7%	+$28,000				
	2024-09-19 10:44:46	2024-09-18	SRBK	Sr Bancorp, Inc.	Lebovitz Marc	Dir	P - Purchase	$10.75	+9,800	30,500	+47%	+$105,350				
M	2024-09-19 10:40:12	2024-09-17	EMYB	Embassy Bancorp, Inc.	Lobach David M Jr	COB, Pres, CEO	P - Purchase	$15.50	+500	527,758	0%	+$7,751				
M	2024-09-19 10:21:35	2024-09-17	BMEZ	Blackrock Health Sciences Term Trust	Saba Capital Management, L.P.	10%	P - Purchase	$15.91	+47,682	20,586,113	0%	+$758,548				
M	2024-09-19 10:14:30	2024-09-17	BIGZ	Blackrock Innovation & Growth Term Trust	Saba Capital Management, L.P.	10%	P - Purchase	$7.46	+465,998	55,339,170	+1%	+$3,474,968				
E	2024-09-19 10:09:25	2024-09-18	FRAF	Franklin Financial Services Corp /pa/	Carmack Karen K	SVP	P - Purchase	$3,079.00	+1	32	+3%	+$3,079				
M	2024-09-18 20:53:50	2024-09-16	IBO	Impact Biomedical Inc.	Dss, Inc.	10%	P - Purchase	$2.65	+57,800	1,736,482	+3%	+$153,220				
D	2024-09-18 20:47:03	2024-09-18	WSC	Willscot Holdings Corp	Soultz Bradley Lee	CEO	P - Purchase	$38.97	+5,000	715,287	+1%	+$194,855				
	2024-09-18 19:27:23	2024-09-18	FCUV	Focus Universal Inc.	Wang Desheng	CEO, Dir, 10%	P - Purchase	$0.30	+1,000,000	22,729,550	+5%	+$300,000				
	2024-09-18 19:25:47	2024-09-18	FCUV	Focus Universal Inc.	Lee Edward Shihai	Pres, Dir, 10%	P - Purchase	$0.30	+1,000,000	9,185,000	+12%	+$300,000				
	2024-09-18 18:19:02	2024-09-13	ASLE	Aersale Corp	Finazzo Nicolas	See Remarks	P - Purchase	$5.36	+20,000	4,624,767	0%	+$107,122				
D	2024-09-18 18:02:36	2024-09-16	BCAX	Bicara Therapeutics Inc.	Ra Capital Management, L.P.	Dir, 10%	P - Purchase	$18.00	+1,833,000	2,652,575	+224%	+$32,994,000				
	2024-09-18 17:25:07	2024-09-16	RVSB	Riverview Bancorp Inc	Sherman Nicole	Pres, CEO	P - Purchase	$4.82	+2,500	2,500	New	+$12,044				
	2024-09-18 16:45:16	2024-09-17	WYY	Widepoint Corp	Kang Jin	CEO	P - Purchase	$3.50	+1,000	621,051	0%	+$3,499				
M	2024-09-18 16:31:08	2024-09-16	OMIC	Singular Genomics Systems, Inc.	Tang Kevin	10%	P - Purchase	$14.75	+122,416	372,000	+49%	+$1,806,220				
	2024-09-18 16:26:22	2024-09-03	NICK	Nicholas Financial Inc	Krebs Charles	CFO	P - Purchase	$5.97	+2,000	4,436	+82%	+$11,940				
	2024-09-18 16:19:51	2024-09-16	TAKAX	Carlyle Tactical Private Credit Fund	Securian Asset Management, Inc	10%	P - Purchase	$25.00	+544,000	1,464,000	+59%	+$13,600,000				
D	2024-09-18 16:15:14	2024-09-16	ZBIO	Zenas Biopharma, Inc.	Enavate Sciences Gp, LLC	10%	P - Purchase	$17.00	+882,353	3,761,359	+31%	+$15,000,001				
M	2024-09-18 16:15:05	2024-09-16	PMN	Promis Neurosciences Inc.	Gordon Michael S	10%	P - Purchase	$1.25	+93,223	2,217,185	+4%	+$116,880				
	2024-09-18 16:08:59	2024-09-16	ED	Consolidated Edison Inc	Miller Joseph	VP, Controller	P - Purchase	$105.07	+1	1,317	0%	+$97				
	2024-09-18 16:05:12	2024-09-17	SRBK	Sr Bancorp, Inc.	Orbach David M	Exec Chair	P - Purchase	$10.43	+1,000	136,419	+1%	+$10,427				
	2024-09-18 16:01:17	2024-09-16	PSEC	Prospect Capital Corp	Eliasek M Grier	COO	P - Purchase	$5.50	+5,000	1,666,130	0%	+$27,500				
	2024-09-18 15:44:14	2024-09-16	UFCS	United Fire Group Inc	Milligan George D	Dir	P - Purchase	$20.34	+222	75,800	0%	+$4,519				
	2024-09-18 15:24:15	2024-09-16	CIA	Citizens, Inc.	Stenberg Jon	Pres, CEO	P - Purchase	$2.99	+11,934	107,487	+12%	+$35,683				
	2024-09-18 15:22:03	2024-09-16	ISBA	Isabella Bank Corp	Bourland Jill	Dir	P - Purchase	$19.95	+10	4,852	0%	+$200				
	2024-09-18 15:02:06	2024-09-13	GRNT	Granite Ridge Resources, Inc.	Miller Matthew Reade	Dir	P - Purchase	$6.23	+495	692,991	0%	+$3,084				
	2024-09-18 14:43:39	2024-09-18	SRBK	Sr Bancorp, Inc.	Lupo Thomas	Dir	P - Purchase	$10.58	+5,000	20,000	+33%	+$52,885				
DM	2024-09-18 14:37:36	2024-09-16	RDI	Reading International Inc	McEachern Douglas James	Dir	P - Purchase	$1.82	+6,500	68,005	+11%	+$11,800				
	2024-09-18 14:24:57	2024-09-17	RA	Brookfield Real Assets Income Fund Inc.	Guichard Justin Charles	Portfolio Manager	P - Purchase	$13.58	+7,364	7,364	New	+$99,996				
	2024-09-18 12:24:14	2024-09-16	TAKIX	Carlyle Tactical Private Credit Fund	Principal Life Insurance Co	10%	P - Purchase	$25.00	+400,000	2,400,000	+20%	+$10,000,000				
	2024-09-18 12:14:21	2024-09-16	RVP	Retractable Technologies Inc	Shaw Thomas J	Pres, CEO, 10%	P - Purchase	$0.90	+450	15,475,195	0%	+$404				
	2024-09-18 11:47:20	2024-09-16	NAGRX	Niagara Income Opportunities Fund	Ball George Bradley	Founder and MM of Adviser, 10%	P - Purchase	$10.49	+9,533	19,533	+95%	+$100,000				
	2024-09-18 11:40:42	2024-09-16	DNLIX	Denali Structured Return Strategy Fund	Ball George Bradley	Founder and MM of Adviser, 10%	P - Purchase	$10.94	+9,141	19,141	+91%	+$100,000				
	2024-09-18 11:40:08	2024-09-16	EMMA	Emmaus Life Sciences, Inc.	Lim Seah H.	Dir	P - Purchase	$0.04	+20,000	4,606,626	0%	+$800				
	2024-09-18 10:15:03	2024-09-17	RCG	Renn Fund, Inc.	Stahl Murray	Pres, CEO	P - Purchase	$1.93	+1,288	615,635	0%	+$2,486				
	2024-09-18 10:14:57	2024-09-17	TPL	Texas Pacific Land Corp	Stahl Murray	Dir	P - Purchase	$852.10	+12	1,085,398	0%	+$10,225				
	2024-09-18 10:05:35	2024-09-18	NEWT	Newtekone, Inc.	Zink Gregory L	Dir	P - Purchase	$11.38	+1,000	32,017	+3%	+$11,380				
	2024-09-18 09:47:52	2024-09-13	ACNB	Acnb Corp	Helt James	Pres, CEO	P - Purchase	$42.10	+59	34,540	0%	+$2,500				
	2024-09-18 09:46:31	2024-09-13	ACNB	Acnb Corp	Elsner Frank III	Dir	P - Purchase	$42.10	+6	26,909	0%	+$250				
	2024-09-18 09:00:57	2024-09-16	CBKM	Consumers Bancorp Inc /oh/	Paden Frank L	Dir	P - Purchase	$17.30	+232	9,492	+3%	+$4,022				
	2024-09-18 08:58:59	2024-09-17	HCWC	Healthy Choice Wellness Corp.	Holman Jeffrey Elliot	CEO	P - Purchase	$10.00	+10,000	1,089,410	+1%	+$100,000				
	2024-09-18 08:57:07	2024-09-16	CBKM	Consumers Bancorp Inc /oh/	Goris Bradley	Dir	P - Purchase	$17.30	+442	17,256	+3%	+$7,645				
	2024-09-18 08:54:50	2024-09-17	HCWC	Healthy Choice Wellness Corp.	Ollet John	CFO	P - Purchase	$10.00	+10,000	388,176	+3%	+$100,000				
	2024-09-18 08:51:33	2024-09-17	HCWC	Healthy Choice Wellness Corp.	Santi Christopher	Pres	P - Purchase	$10.00	+5,000	584,488	+1%	+$50,000				
	2024-09-18 08:49:55	2024-09-16	CBKM	Consumers Bancorp Inc /oh/	Lober Ralph J II	CEO, Pres	P - Purchase	$17.55	+105	66,571	0%	+$1,843				
	2024-09-18 08:00:43	2024-09-17	FRZA	Forza X1, Inc.	Dickerson Michael Patrick	Interim CFO, AO	P - Purchase	$0.26	+48,637	48,637	New	+$12,646				
	2024-09-18 08:00:13	2024-09-17	FRZA	Forza X1, Inc.	Schuyler Kevin	Dir	P - Purchase	$0.30	+90,668	100,000	+972%	+$27,200				
	2024-09-17 21:00:13	2024-09-13	VRDN	Viridian Therapeutics, Inc.de	Fairmount Funds Management LLC	Dir, 10%	P - Purchase	$18.75	+1,600,000	3,445,813	+87%	+$30,000,000				
AD	2024-09-17 20:56:05	2024-09-16	ZBIO	Zenas Biopharma, Inc.	Fairmount Funds Management LLC	Dir	P - Purchase	$17.00	+300,000	1,892,806	+19%	+$5,100,000				
D	2024-09-17 20:28:00	2024-09-16	MBX	Mbx Biosciences, Inc.	Mathers Edward T	Dir, 10%	P - Purchase	$16.00	+500,000	3,614,486	+16%	+$8,000,000				
D	2024-09-17 20:26:31	2024-09-16	MBX	Mbx Biosciences, Inc.	Baskett Forest	10%	P - Purchase	$16.00	+500,000	3,614,486	+16%	+$8,000,000				
D	2024-09-17 20:24:49	2024-09-16	MBX	Mbx Biosciences, Inc.	Behbahani Ali	10%	P - Purchase	$16.00	+500,000	3,614,486	+16%	+$8,000,000				
D	2024-09-17 20:23:24	2024-09-16	MBX	Mbx Biosciences, Inc.	Chang Carmen	10%	P - Purchase	$16.00	+500,000	3,614,486	+16%	+$8,000,000				
D	2024-09-17 20:21:45	2024-09-16	MBX	Mbx Biosciences, Inc.	Florence Anthony A. Jr.	10%	P - Purchase	$16.00	+500,000	3,614,486	+16%	+$8,000,000				
D	2024-09-17 20:20:13	2024-09-16	MBX	Mbx Biosciences, Inc.	Makhzoumi Mohamad	10%	P - Purchase	$16.00	+500,000	3,614,486	+16%	+$8,000,000				
D	2024-09-17 20:18:53	2024-09-16	MBX	Mbx Biosciences, Inc.	Walker Paul Edward	10%	P - Purchase	$16.00	+500,000	3,614,486	+16%	+$8,000,000				
D	2024-09-17 20:17:16	2024-09-16	MBX	Mbx Biosciences, Inc.	Yang Rick	10%	P - Purchase	$16.00	+500,000	3,614,486	+16%	+$8,000,000				
D	2024-09-17 20:14:42	2024-09-16	MBX	Mbx Biosciences, Inc.	Sandell Scott D	10%	P - Purchase	$16.00	+500,000	3,614,486	+16%	+$8,000,000				
D	2024-09-17 20:13:00	2024-09-16	MBX	Mbx Biosciences, Inc.	Orbimed Advisors LLC	Dir, 10%	P - Purchase	$16.00	+750,000	3,812,215	+24%	+$12,000,000				
D	2024-09-17 20:12:45	2024-09-16	MBX	Mbx Biosciences, Inc.	New Enterprise Associates 17, L.P.	10%	P - Purchase	$16.00	+500,000	3,614,486	+16%	+$8,000,000				
D	2024-09-17 20:11:37	2024-09-16	MBX	Mbx Biosciences, Inc.	Frazier Life Sciences X, L.P.	10%	P - Purchase	$16.00	+625,000	4,552,774	+16%	+$10,000,000				
D	2024-09-17 20:09:12	2024-09-16	MBX	Mbx Biosciences, Inc.	Heron Patrick J	Dir, 10%	P - Purchase	$16.00	+625,000	4,552,774	+16%	+$10,000,000				
D	2024-09-17 20:05:29	2024-09-16	MBX	Mbx Biosciences, Inc.	Aynechi Tiba	Dir	P - Purchase	$16.00	+750,000	2,136,335	+54%	+$12,000,000				
D	2024-09-17 20:05:10	2024-09-16	MBX	Mbx Biosciences, Inc.	Gordon Carl L	Dir, 10%	P - Purchase	$16.00	+750,000	3,812,215	+24%	+$12,000,000				
	2024-09-17 19:52:28	2024-09-13	ZBIO	Zenas Biopharma, Inc.	Lu Hongbo	Dir	P - Purchase	$17.00	+58,823	58,823	New	+$999,991				
	2024-09-17 19:48:06	2024-09-12	TERN	Terns Pharmaceuticals, Inc.	Lu Hongbo	Dir	P - Purchase	$10.50	+476,190	476,190	New	+$4,999,995				
M	2024-09-17 19:41:46	2024-09-13	APPN	Appian Corp	Abdiel Capital Advisors, LP	10%	P - Purchase	$33.07	+20,223	20,198,853	0%	+$668,675				
	2024-09-17 18:30:55	2024-09-06	SBUX	Starbucks Corp	Knudstorp Jorgen Vig	Dir	P - Purchase	$91.50	+380	36,242	+1%	+$34,770				
	2024-09-17 18:30:28	2024-09-13	HWBK	Hawthorn Bancshares, Inc.	Hettinger Shawna M.	Dir	P - Purchase	$24.10	+21	4,124	+1%	+$506				
	2024-09-17 18:20:09	2024-09-17	LFVN	Lifevantage Corp	Lewis Darwin	Dir	P - Purchase	$10.31	+351	108,342	0%	+$3,618				
D	2024-09-17 18:16:55	2024-09-17	BCAX	Bicara Therapeutics Inc.	Flynn James E	Possible Members of 10% Group, 10%	P - Purchase	$18.00	+70,000	1,795,174	+4%	+$1,260,000				
	2024-09-17 18:12:57	2024-09-06	HNRG	Hallador Energy Co	Wesley Charles Ray IV	Dir	P - Purchase	$5.97	+25,000	275,572	+10%	+$149,265				
	2024-09-17 17:21:27	2024-09-13	FRZA	Forza X1, Inc.	Visconti Joseph C	EC, Interim CEO, CPO, 10%	P - Purchase	$0.24	+28,442	1,273,442	+2%	+$6,818				
	2024-09-17 17:17:19	2024-09-16	TMCI	Treace Medical Concepts, Inc.	Treace John T.	CEO, 10%	P - Purchase	$5.31	+50,000	11,847,224	0%	+$265,630				
M	2024-09-17 16:44:14	2024-09-13	GLP	Global Partners LP	Global Gp LLC	General Partner	P - Purchase	$43.07	+12,100	261,081	+5%	+$521,110				
	2024-09-17 16:35:10	2024-08-20	QTRX	Quanterix Corp	Walt David R	Dir	P - Purchase	$13.29	+47,000	1,487,342	+3%	+$624,630				
	2024-09-17 16:30:12	2024-09-13	GPUS	Hyperscale Data, Inc.	Ault Milton C III	Exec COB, 10%	P - Purchase	$0.23	+5,000	134,490	+4%	+$1,130				
M	2024-09-17 16:20:44	2024-09-13	CYAN	Cyanotech Corp	Davis Michael A /	Dir, 10%	P - Purchase	$0.82	+10,000	1,720,598	+1%	+$8,200				
	2024-09-17 16:14:02	2024-09-16	BJ	Bj'S Wholesale Club Holdings, Inc.	Ortega Steven L	Dir	P - Purchase	$81.26	+2,455	6,901	+55%	+$199,493				
	2024-09-17 16:05:31	2024-09-13	BLIN	Bridgeline Digital, Inc.	Kahn Roger E.	Pres, CEO, 10%	P - Purchase	$1.04	+2,500	998,353	0%	+$2,600				
	2024-09-17 16:05:10	2024-09-13	ASLE	Aersale Corp	Wright Frederick Craig	See Remarks	P - Purchase	$5.25	+4,000	197,558	+2%	+$20,997				
	2024-09-17 16:05:04	2024-09-13	LICY	Li-Cycle Holdings Corp.	Wellings Mark	Dir	P - Purchase	$1.45	+6,250	139,687	+5%	+$9,031				
AM	2024-09-17 16:04:32	2024-09-10	GLP	Global Partners LP	Global Gp LLC	General Partner	P - Purchase	$43.52	+9,800	248,981	+4%	+$426,466				
	2024-09-17 16:01:10	2024-09-13	PSEC	Prospect Capital Corp	Eliasek M Grier	COO	P - Purchase	$5.44	+5,000	1,661,130	0%	+$27,200				
	2024-09-17 15:59:34	2024-09-15	GABC	German American Bancorp, Inc.	Seger Thomas W	Dir	P - Purchase	$39.59	+170	686,017	0%	+$6,750				
	2024-09-17 15:56:10	2024-09-15	GABC	German American Bancorp, Inc.	Ryan Christina M	Dir	P - Purchase	$39.59	+43	14,245	0%	+$1,700				
	2024-09-17 15:51:29	2024-09-15	GABC	German American Bancorp, Inc.	Sheidler Jack	Dir	P - Purchase	$39.59	+44	63,560	0%	+$1,750				
	2024-09-17 15:35:17	2024-09-15	GABC	German American Bancorp, Inc.	Ellspermann Susan J	Dir	P - Purchase	$39.59	+21	8,547	0%	+$850				
	2024-09-17 15:23:19	2024-09-13	SRBK	Sr Bancorp, Inc.	Lebovitz Marc	Dir	P - Purchase	$10.15	+10,200	20,700	+97%	+$103,506				
	2024-09-17 14:40:21	2024-09-17	CPSH	Cps Technologies Corp/De/	Griffith Charles Kellogg Jr	CFO	P - Purchase	$1.43	+1,000	36,792	+3%	+$1,430				
A	2024-09-17 14:21:01	2024-09-16	MERC	Mercer International Inc.	Bueno Estrada Juan Carlos	CEO, Pres	P - Purchase	$6.70	+7,800	67,615	+13%	+$52,260				
	2024-09-17 12:05:17	2024-09-16	AIM	Aim Immunotech Inc.	Equels Thomas K	CEO, Pres	P - Purchase	$0.30	+5,000	1,493,042	0%	+$1,515				
	2024-09-17 11:34:00	2024-09-13	AUGG	Augusta Gold Corp.	Augusta Investments Inc.	10%	P - Purchase	$0.54	+500	25,415,888	0%	+$270				
	2024-09-17 11:32:45	2024-09-16	TPL	Texas Pacific Land Corp	Stahl Murray	Dir	P - Purchase	$816.02	+12	1,085,386	0%	+$9,792				
	2024-09-17 11:13:27	2024-09-16	RCG	Renn Fund, Inc.	Stahl Murray	Pres, CEO	P - Purchase	$1.91	+1,292	614,347	0%	+$2,468				
D	2024-09-17 11:07:11	2024-09-16	USCB	Uscb Financial Holdings, Inc.	Rodriguez Ramon A	Dir	P - Purchase	$14.61	+6,000	12,000	+100%	+$87,660				
	2024-09-17 10:29:36	2024-09-16	BIGZ	Blackrock Innovation & Growth Term Trust	Saba Capital Management, L.P.	10%	P - Purchase	$7.33	+31,631	54,873,172	0%	+$231,855				
	2024-09-17 10:17:39	2024-09-13	FLGC	Flora Growth Corp.	Starke Clifford	CEO	P - Purchase	$0.95	+6,795	1,346,902	+1%	+$6,455				
	2024-09-17 09:15:54	2024-09-16	GECC	Great Elm Capital Corp.	Drapkin Matthew A	Dir	P - Purchase	$9.92	+9,600	874,187	+1%	+$95,236				
	2024-09-17 08:55:07	2024-09-13	BRCC	Brc Inc.	Welling Glenn W.	Dir, 10%	P - Purchase	$3.17	+684,542	14,163,176	+5%	+$2,169,998				
	2024-09-17 07:29:29	2024-09-13	MTDR	Matador Resources Co	Baty Robert Gaines	Dir	P - Purchase	$50.58	+500	67,617	+1%	+$25,290				
	2024-09-17 07:00:04	2024-09-13	PSTV	Plus Therapeutics, Inc.	Hawkins Richard J	Dir	P - Purchase	$1.50	+4,000	15,188	+36%	+$5,996				
	2024-09-16 21:41:12	2024-09-12	XCUR	Exicure, Inc.	Dgp Co., Ltd.	10%	P - Purchase	$3.00	+237,223	849,223	+39%	+$711,669				
	2024-09-16 21:14:28	2024-09-13	CTLP	Cantaloupe, Inc.	Venkatesan Ravi	CEO	P - Purchase	$6.30	+8,000	136,658	+6%	+$50,400				
DE	2024-09-16 21:05:30	2024-09-13	ISPO	Inspirato Inc	One Planet Group LLC	10%	P - Purchase	$3.43	+1,580,180	2,795,451	+130%	+$5,420,020				
DE	2024-09-16 20:59:14	2024-09-13	ISPO	Inspirato Inc	Zamani Payam	CEO, 10%	P - Purchase	$3.43	+1,580,180	3,795,451	+71%	+$5,420,020				
D	2024-09-16 20:57:32	2024-09-16	ZBIO	Zenas Biopharma, Inc.	Enright Patrick G	Dir	P - Purchase	$17.00	+440,000	774,530	+132%	+$7,480,000				
D	2024-09-16 20:54:53	2024-09-16	ZBIO	Zenas Biopharma, Inc.	Nunn Jason Raleigh	Dir	P - Purchase	$17.00	+882,352	3,056,801	+41%	+$14,999,984				
D	2024-09-16 20:54:16	2024-09-16	ZBIO	Zenas Biopharma, Inc.	Fairmount Funds Management LLC	Dir	P - Purchase	$17.00	+300,000	1,604,891	+23%	+$5,100,000				
D	2024-09-16 20:51:38	2024-09-16	ZBIO	Zenas Biopharma, Inc.	Sr One Capital Management, LLC	10%	P - Purchase	$17.00	+2,235,294	4,911,539	+84%	+$37,999,998				
D	2024-09-16 20:48:44	2024-09-12	INMB	Inmune Bio, Inc.	Tesi Raymond Joseph	Pres, CEO, 10%	P - Purchase	$6.38	+15,380	1,554,106	+1%	+$98,048				
D	2024-09-16 20:47:21	2024-09-12	INMB	Inmune Bio, Inc.	Moss David J	CFO, 10%	P - Purchase	$6.38	+7,690	1,275,869	+1%	+$49,024				
	2024-09-16 19:28:47	2024-09-13	WY	Weyerhaeuser Co	O'Rourke James Calvin	Dir	P - Purchase	$32.01	+7,800	17,672	+79%	+$249,676				
	2024-09-16 19:20:51	2024-09-13	CORZ	Core Scientific, Inc./Tx	Patten Jarrod M	Dir	P - Purchase	$11.05	+2,240	300,000	+1%	+$24,752				
	2024-09-16 18:53:39	2024-09-12	SER	Serina Therapeutics, Inc.	Mintz Steven	Dir	P - Purchase	$6.47	+6,000	38,230	+19%	+$38,814				
	2024-09-16 17:45:46	2024-09-13	MERC	Mercer International Inc.	Bueno Estrada Juan Carlos	CEO, Pres	P - Purchase	$6.60	+7,800	67,615	+13%	+$51,480				
	2024-09-16 17:32:13	2024-09-12	PHIN	Phinia Inc.	Kendrick Robin	Dir	P - Purchase	$45.68	+86	32,239	0%	+$3,929				
	2024-09-16 17:30:37	2024-09-12	AMLX	Amylyx Pharmaceuticals, Inc.	Frates James M	CFO	P - Purchase	$2.53	+40,000	259,995	+18%	+$101,368				
	2024-09-16 17:22:44	2024-09-13	VTS	Vitesse Energy, Inc.	Gerrity Robert W	CEO	P - Purchase	$24.73	+10,000	1,633,340	+1%	+$247,300				
	2024-09-16 17:18:18	2024-09-16	NWPP	New Peoples Bankshares Inc	Long Barton Scot	Dir	P - Purchase	$2.68	+12,450	129,842	+11%	+$33,366				
	2024-09-16 17:17:55	2024-09-16	NWPP	New Peoples Bankshares Inc	Cox John D	Dir	P - Purchase	$2.68	+12,450	679,639	+2%	+$33,366				
	2024-09-16 17:15:23	2024-09-12	VEEE	Twin Vee Powercats, Co.	Zimmer Karl J	Pres	P - Purchase	$0.45	+35,138	85,138	+70%	+$15,773				
M	2024-09-16 17:12:34	2024-09-12	INBX	Inhibrx Biosciences, Inc.	Lappe Mark	CEO	P - Purchase	$15.73	+40,000	925,413	+5%	+$629,117				
	2024-09-16 17:09:22	2024-09-16	GTLS	Chart Industries Inc	Harty Linda S	Dir	P - Purchase	$48.05	+5,000	15,640	+47%	+$240,230				
	2024-09-16 17:00:57	2024-09-13	HNRA	Hnr Acquisition Corp.	Salvucci Joseph V Jr	Dir	P - Purchase	$1.00	+10,000	132,784	+8%	+$10,000				
	2024-09-16 17:00:05	2024-09-13	HNRA	Hnr Acquisition Corp.	Salvucci Joseph V Sr	Dir	P - Purchase	$1.00	+17,304	1,173,362	+1%	+$17,301				
	2024-09-16 16:56:55	2024-09-12	CHRO	Chromocell Therapeutics Corp	Malamut Richard	Dir	P - Purchase	$0.94	+10,400	91,565	+13%	+$9,825				
M	2024-09-16 16:55:23	2024-09-12	CHRO	Chromocell Therapeutics Corp	Francis Knuettel II	CEO, Pres, CFO, Treas, Secty	P - Purchase	$0.97	+5,200	547,710	+1%	+$5,044				
M	2024-09-16 16:51:34	2024-09-11	TTSH	Tile Shop Holdings, Inc.	Fund 1 Investments, LLC	10%	P - Purchase	$6.20	+22,809	8,774,643	0%	+$141,364				
	2024-09-16 16:49:33	2024-09-16	GTLS	Chart Industries Inc	Hotchkiss Herbert	VP, GC, Secretary	P - Purchase	$117.72	+212	16,389	+1%	+$24,957				
	2024-09-16 16:43:56	2024-09-12	ACDC	Profrac Holding Corp.	Thrc Holdings, LP	10%	P - Purchase	$6.17	+353,635	79,197,549	0%	+$2,181,928				
	2024-09-16 16:39:30	2024-09-12	AGL	Agilon Health, Inc.	Sell Steven	CEO, Pres	P - Purchase	$3.36	+20,000	396,037	+5%	+$67,188				
	2024-09-16 16:31:46	2024-09-13	GCI	Gannett Co., Inc.	Tarica Laurence	Dir	P - Purchase	$4.50	+50,000	1,089,663	+5%	+$225,000				
	2024-09-16 16:30:07	2024-09-13	CTCX	Carmell Corp	Upton Richard A	Dir	P - Purchase	$0.47	+5,000	1,432,279	0%	+$2,336				
	2024-09-16 16:29:42	2024-09-12	BCOV	Brightcove Inc	Edenbrook Capital, LLC	10%	P - Purchase	$2.00	+5,003	6,626,538	0%	+$10,006				
	2024-09-16 16:18:18	2024-09-12	IPSC	Century Therapeutics, Inc.	Quimi Daphne	Dir	P - Purchase	$1.53	+5,000	5,000	New	+$7,657				
	2024-09-16 16:17:05	2024-09-12	VATE	Innovate Corp.	Voigt Paul	Interim CEO	P - Purchase	$3.80	+43,785	219,192	+25%	+$166,383				
D	2024-09-16 16:16:06	2024-09-12	FTHM	Fathom Holdings Inc.	Flanders Scott N	Dir	P - Purchase	$2.85	+100,000	824,688	+14%	+$285,000				
	2024-09-16 16:15:35	2024-09-16	PRO	Pros Holdings, Inc.	Reiner Andres	Pres, CEO	P - Purchase	$17.85	+7,500	1,015,752	+1%	+$133,875				
M	2024-09-16 16:15:23	2024-09-12	RPHM	Reneo Pharmaceuticals, Inc.	Leonard Braden Michael	10%	P - Purchase	$1.35	+358,923	4,323,712	+9%	+$484,344				
	2024-09-16 16:14:01	2024-09-13	NRGV	Energy Vault Holdings, Inc.	Piconi Robert	CEO, 10%	P - Purchase	$0.87	+300,000	26,092,112	+1%	+$260,190				
M	2024-09-16 16:12:53	2024-09-12	BMNM	Bimini Capital Management, Inc.	Cauley Robert E	CEO, 10%	P - Purchase	$1.08	+10,000	1,337,467	+1%	+$10,833				
